semana,data,semana_ano,familia,sku,nome_produto,demanda_total,dem_loja,dem_ecommerce,dem_marketplace,dem_retira,custo_R$,shelf_life_dias
2,2023-01-09,2,F4 - Congelados,F4-005,Pizza Artesanal 450g,134,101,13,16,4,25.0,90
3,2023-01-16,3,F4 - Congelados,F4-005,Pizza Artesanal 450g,184,126,25,17,16,25.0,90
4,2023-01-23,4,F4 - Congelados,F4-005,Pizza Artesanal 450g,115,82,15,10,8,25.0,90
5,2023-01-30,5,F4 - Congelados,F4-005,Pizza Artesanal 450g,107,75,15,11,6,25.0,90
6,2023-02-06,6,F4 - Congelados,F4-005,Pizza Artesanal 450g,116,87,16,8,5,25.0,90
7,2023-02-13,7,F4 - Congelados,F4-005,Pizza Artesanal 450g,101,76,10,9,6,25.0,90
8,2023-02-20,8,F4 - Congelados,F4-005,Pizza Artesanal 450g,132,88,20,14,10,25.0,90
9,2023-02-27,9,F4 - Congelados,F4-005,Pizza Artesanal 450g,82,54,12,9,7,25.0,90
10,2023-03-06,10,F4 - Congelados,F4-005,Pizza Artesanal 450g,128,96,16,9,7,25.0,90
11,2023-03-13,11,F4 - Congelados,F4-005,Pizza Artesanal 450g,68,50,10,3,5,25.0,90
12,2023-03-20,12,F4 - Congelados,F4-005,Pizza Artesanal 450g,149,106,19,16,8,25.0,90
13,2023-03-27,13,F4 - Congelados,F4-005,Pizza Artesanal 450g,107,67,19,16,5,25.0,90
14,2023-04-03,14,F4 - Congelados,F4-005,Pizza Artesanal 450g,84,57,11,8,8,25.0,90
15,2023-04-10,15,F4 - Congelados,F4-005,Pizza Artesanal 450g,177,114,30,22,11,25.0,90
16,2023-04-17,16,F4 - Congelados,F4-005,Pizza Artesanal 450g,100,77,14,8,1,25.0,90
17,2023-04-24,17,F4 - Congelados,F4-005,Pizza Artesanal 450g,71,48,11,10,2,25.0,90
18,2023-05-01,18,F4 - Congelados,F4-005,Pizza Artesanal 450g,93,62,16,8,7,25.0,90
19,2023-05-08,19,F4 - Congelados,F4-005,Pizza Artesanal 450g,65,46,8,8,3,25.0,90
20,2023-05-15,20,F4 - Congelados,F4-005,Pizza Artesanal 450g,86,58,12,9,7,25.0,90
21,2023-05-22,21,F4 - Congelados,F4-005,Pizza Artesanal 450g,74,54,11,6,3,25.0,90
22,2023-05-29,22,F4 - Congelados,F4-005,Pizza Artesanal 450g,101,68,19,10,4,25.0,90
23,2023-06-05,23,F4 - Congelados,F4-005,Pizza Artesanal 450g,76,50,14,5,7,25.0,90
24,2023-06-12,24,F4 - Congelados,F4-005,Pizza Artesanal 450g,88,58,14,15,1,25.0,90
25,2023-06-19,25,F4 - Congelados,F4-005,Pizza Artesanal 450g,93,71,12,7,3,25.0,90
26,2023-06-26,26,F4 - Congelados,F4-005,Pizza Artesanal 450g,60,41,8,7,4,25.0,90
27,2023-07-03,27,F4 - Congelados,F4-005,Pizza Artesanal 450g,69,51,8,7,3,25.0,90
28,2023-07-10,28,F4 - Congelados,F4-005,Pizza Artesanal 450g,96,65,15,11,5,25.0,90
29,2023-07-17,29,F4 - Congelados,F4-005,Pizza Artesanal 450g,105,72,17,12,4,25.0,90
30,2023-07-24,30,F4 - Congelados,F4-005,Pizza Artesanal 450g,59,36,10,8,5,25.0,90
31,2023-07-31,31,F4 - Congelados,F4-005,Pizza Artesanal 450g,48,32,7,6,3,25.0,90
32,2023-08-07,32,F4 - Congelados,F4-005,Pizza Artesanal 450g,91,62,14,10,5,25.0,90
33,2023-08-14,33,F4 - Congelados,F4-005,Pizza Artesanal 450g,92,67,14,6,5,25.0,90
34,2023-08-21,34,F4 - Congelados,F4-005,Pizza Artesanal 450g,71,49,12,7,3,25.0,90
35,2023-08-28,35,F4 - Congelados,F4-005,Pizza Artesanal 450g,75,53,9,9,4,25.0,90
36,2023-09-04,36,F4 - Congelados,F4-005,Pizza Artesanal 450g,126,90,20,13,3,25.0,90
37,2023-09-11,37,F4 - Congelados,F4-005,Pizza Artesanal 450g,139,99,19,16,5,25.0,90
38,2023-09-18,38,F4 - Congelados,F4-005,Pizza Artesanal 450g,95,63,15,14,3,25.0,90
39,2023-09-25,39,F4 - Congelados,F4-005,Pizza Artesanal 450g,87,61,14,10,2,25.0,90
40,2023-10-02,40,F4 - Congelados,F4-005,Pizza Artesanal 450g,99,67,15,9,8,25.0,90
41,2023-10-09,41,F4 - Congelados,F4-005,Pizza Artesanal 450g,127,81,18,16,12,25.0,90
42,2023-10-16,42,F4 - Congelados,F4-005,Pizza Artesanal 450g,78,54,13,9,2,25.0,90
43,2023-10-23,43,F4 - Congelados,F4-005,Pizza Artesanal 450g,100,63,15,17,5,25.0,90
44,2023-10-30,44,F4 - Congelados,F4-005,Pizza Artesanal 450g,96,68,12,14,2,25.0,90
45,2023-11-06,45,F4 - Congelados,F4-005,Pizza Artesanal 450g,141,98,15,16,12,25.0,90
46,2023-11-13,46,F4 - Congelados,F4-005,Pizza Artesanal 450g,81,57,12,8,4,25.0,90
47,2023-11-20,47,F4 - Congelados,F4-005,Pizza Artesanal 450g,165,114,28,20,3,25.0,90
48,2023-11-27,48,F4 - Congelados,F4-005,Pizza Artesanal 450g,170,119,24,23,4,25.0,90
49,2023-12-04,49,F4 - Congelados,F4-005,Pizza Artesanal 450g,122,92,14,10,6,25.0,90
50,2023-12-11,50,F4 - Congelados,F4-005,Pizza Artesanal 450g,160,106,31,17,6,25.0,90
51,2023-12-18,51,F4 - Congelados,F4-005,Pizza Artesanal 450g,189,132,37,14,6,25.0,90
52,2023-12-25,52,F4 - Congelados,F4-005,Pizza Artesanal 450g,150,109,23,11,7,25.0,90
53,2024-01-01,1,F4 - Congelados,F4-005,Pizza Artesanal 450g,226,154,27,24,21,25.0,90
54,2024-01-08,2,F4 - Congelados,F4-005,Pizza Artesanal 450g,180,120,37,21,2,25.0,90
55,2024-01-15,3,F4 - Congelados,F4-005,Pizza Artesanal 450g,165,113,26,14,12,25.0,90
56,2024-01-22,4,F4 - Congelados,F4-005,Pizza Artesanal 450g,170,109,27,18,16,25.0,90
57,2024-01-29,5,F4 - Congelados,F4-005,Pizza Artesanal 450g,174,122,23,23,6,25.0,90
58,2024-02-05,6,F4 - Congelados,F4-005,Pizza Artesanal 450g,184,125,35,17,7,25.0,90
59,2024-02-12,7,F4 - Congelados,F4-005,Pizza Artesanal 450g,107,75,16,13,3,25.0,90
60,2024-02-19,8,F4 - Congelados,F4-005,Pizza Artesanal 450g,104,71,17,8,8,25.0,90
61,2024-02-26,9,F4 - Congelados,F4-005,Pizza Artesanal 450g,192,139,33,8,12,25.0,90
62,2024-03-04,10,F4 - Congelados,F4-005,Pizza Artesanal 450g,177,118,31,17,11,25.0,90
63,2024-03-11,11,F4 - Congelados,F4-005,Pizza Artesanal 450g,95,69,13,9,4,25.0,90
64,2024-03-18,12,F4 - Congelados,F4-005,Pizza Artesanal 450g,127,86,23,14,4,25.0,90
65,2024-03-25,13,F4 - Congelados,F4-005,Pizza Artesanal 450g,120,80,22,17,1,25.0,90
66,2024-04-01,14,F4 - Congelados,F4-005,Pizza Artesanal 450g,175,118,32,22,3,25.0,90
67,2024-04-08,15,F4 - Congelados,F4-005,Pizza Artesanal 450g,107,72,18,10,7,25.0,90
68,2024-04-15,16,F4 - Congelados,F4-005,Pizza Artesanal 450g,117,96,11,8,2,25.0,90
69,2024-04-22,17,F4 - Congelados,F4-005,Pizza Artesanal 450g,115,80,23,11,1,25.0,90
70,2024-04-29,18,F4 - Congelados,F4-005,Pizza Artesanal 450g,107,78,16,12,1,25.0,90
71,2024-05-06,19,F4 - Congelados,F4-005,Pizza Artesanal 450g,118,84,17,13,4,25.0,90
72,2024-05-13,20,F4 - Congelados,F4-005,Pizza Artesanal 450g,68,47,14,6,1,25.0,90
73,2024-05-20,21,F4 - Congelados,F4-005,Pizza Artesanal 450g,107,70,19,12,6,25.0,90
74,2024-05-27,22,F4 - Congelados,F4-005,Pizza Artesanal 450g,111,77,20,11,3,25.0,90
75,2024-06-03,23,F4 - Congelados,F4-005,Pizza Artesanal 450g,90,61,11,10,8,25.0,90
76,2024-06-10,24,F4 - Congelados,F4-005,Pizza Artesanal 450g,103,72,15,10,6,25.0,90
77,2024-06-17,25,F4 - Congelados,F4-005,Pizza Artesanal 450g,106,71,14,15,6,25.0,90
78,2024-06-24,26,F4 - Congelados,F4-005,Pizza Artesanal 450g,127,88,22,12,5,25.0,90
79,2024-07-01,27,F4 - Congelados,F4-005,Pizza Artesanal 450g,80,62,12,5,1,25.0,90
80,2024-07-08,28,F4 - Congelados,F4-005,Pizza Artesanal 450g,93,68,11,8,6,25.0,90
81,2024-07-15,29,F4 - Congelados,F4-005,Pizza Artesanal 450g,79,56,11,11,1,25.0,90
82,2024-07-22,30,F4 - Congelados,F4-005,Pizza Artesanal 450g,90,66,8,8,8,25.0,90
83,2024-07-29,31,F4 - Congelados,F4-005,Pizza Artesanal 450g,72,47,11,10,4,25.0,90
84,2024-08-05,32,F4 - Congelados,F4-005,Pizza Artesanal 450g,78,54,15,8,1,25.0,90
85,2024-08-12,33,F4 - Congelados,F4-005,Pizza Artesanal 450g,83,57,11,11,4,25.0,90
86,2024-08-19,34,F4 - Congelados,F4-005,Pizza Artesanal 450g,114,81,19,13,1,25.0,90
87,2024-08-26,35,F4 - Congelados,F4-005,Pizza Artesanal 450g,104,74,18,7,5,25.0,90
88,2024-09-02,36,F4 - Congelados,F4-005,Pizza Artesanal 450g,95,68,14,10,3,25.0,90
89,2024-09-09,37,F4 - Congelados,F4-005,Pizza Artesanal 450g,133,87,19,17,10,25.0,90
90,2024-09-16,38,F4 - Congelados,F4-005,Pizza Artesanal 450g,146,100,21,16,9,25.0,90
91,2024-09-23,39,F4 - Congelados,F4-005,Pizza Artesanal 450g,114,83,17,11,3,25.0,90
92,2024-09-30,40,F4 - Congelados,F4-005,Pizza Artesanal 450g,144,98,24,15,7,25.0,90
93,2024-10-07,41,F4 - Congelados,F4-005,Pizza Artesanal 450g,139,100,19,14,6,25.0,90
94,2024-10-14,42,F4 - Congelados,F4-005,Pizza Artesanal 450g,106,83,15,6,2,25.0,90
95,2024-10-21,43,F4 - Congelados,F4-005,Pizza Artesanal 450g,103,68,14,11,10,25.0,90
96,2024-10-28,44,F4 - Congelados,F4-005,Pizza Artesanal 450g,125,83,18,17,7,25.0,90
97,2024-11-04,45,F4 - Congelados,F4-005,Pizza Artesanal 450g,161,121,27,9,4,25.0,90
98,2024-11-11,46,F4 - Congelados,F4-005,Pizza Artesanal 450g,91,65,13,8,5,25.0,90
99,2024-11-18,47,F4 - Congelados,F4-005,Pizza Artesanal 450g,361,258,45,27,31,25.0,90
100,2024-11-25,48,F4 - Congelados,F4-005,Pizza Artesanal 450g,139,100,20,10,9,25.0,90
101,2024-12-02,49,F4 - Congelados,F4-005,Pizza Artesanal 450g,169,127,20,16,6,25.0,90
102,2024-12-09,50,F4 - Congelados,F4-005,Pizza Artesanal 450g,192,134,27,24,7,25.0,90
103,2024-12-16,51,F4 - Congelados,F4-005,Pizza Artesanal 450g,156,116,19,14,7,25.0,90
104,2024-12-23,52,F4 - Congelados,F4-005,Pizza Artesanal 450g,186,132,28,12,14,25.0,90
1,2023-01-02,1,F5 - Bebidas,F5-001,Cerveja IPA 355ml,192,131,38,11,12,14.9,120
2,2023-01-09,2,F5 - Bebidas,F5-001,Cerveja IPA 355ml,168,123,25,13,7,14.9,120
3,2023-01-16,3,F5 - Bebidas,F5-001,Cerveja IPA 355ml,61,43,7,7,4,14.9,120
4,2023-01-23,4,F5 - Bebidas,F5-001,Cerveja IPA 355ml,168,110,20,20,18,14.9,120
5,2023-01-30,5,F5 - Bebidas,F5-001,Cerveja IPA 355ml,53,38,7,5,3,14.9,120
6,2023-02-06,6,F5 - Bebidas,F5-001,Cerveja IPA 355ml,109,75,13,14,7,14.9,120
7,2023-02-13,7,F5 - Bebidas,F5-001,Cerveja IPA 355ml,214,145,42,19,8,14.9,120
8,2023-02-20,8,F5 - Bebidas,F5-001,Cerveja IPA 355ml,317,222,52,39,4,14.9,120
9,2023-02-27,9,F5 - Bebidas,F5-001,Cerveja IPA 355ml,96,66,15,8,7,14.9,120
10,2023-03-06,10,F5 - Bebidas,F5-001,Cerveja IPA 355ml,45,29,6,5,5,14.9,120
11,2023-03-13,11,F5 - Bebidas,F5-001,Cerveja IPA 355ml,396,275,63,35,23,14.9,120
12,2023-03-20,12,F5 - Bebidas,F5-001,Cerveja IPA 355ml,172,111,33,21,7,14.9,120
13,2023-03-27,13,F5 - Bebidas,F5-001,Cerveja IPA 355ml,102,63,18,10,11,14.9,120
14,2023-04-03,14,F5 - Bebidas,F5-001,Cerveja IPA 355ml,61,44,9,6,2,14.9,120
15,2023-04-10,15,F5 - Bebidas,F5-001,Cerveja IPA 355ml,73,50,15,7,1,14.9,120
16,2023-04-17,16,F5 - Bebidas,F5-001,Cerveja IPA 355ml,166,118,31,15,2,14.9,120
17,2023-04-24,17,F5 - Bebidas,F5-001,Cerveja IPA 355ml,557,370,96,86,5,14.9,120
18,2023-05-01,18,F5 - Bebidas,F5-001,Cerveja IPA 355ml,80,58,15,6,1,14.9,120
19,2023-05-08,19,F5 - Bebidas,F5-001,Cerveja IPA 355ml,78,55,10,7,6,14.9,120
20,2023-05-15,20,F5 - Bebidas,F5-001,Cerveja IPA 355ml,66,44,10,7,5,14.9,120
21,2023-05-22,21,F5 - Bebidas,F5-001,Cerveja IPA 355ml,141,100,18,11,12,14.9,120
22,2023-05-29,22,F5 - Bebidas,F5-001,Cerveja IPA 355ml,184,121,33,21,9,14.9,120
23,2023-06-05,23,F5 - Bebidas,F5-001,Cerveja IPA 355ml,179,119,31,26,3,14.9,120
24,2023-06-12,24,F5 - Bebidas,F5-001,Cerveja IPA 355ml,189,129,38,14,8,14.9,120
25,2023-06-19,25,F5 - Bebidas,F5-001,Cerveja IPA 355ml,56,41,6,8,1,14.9,120
26,2023-06-26,26,F5 - Bebidas,F5-001,Cerveja IPA 355ml,183,133,35,12,3,14.9,120
27,2023-07-03,27,F5 - Bebidas,F5-001,Cerveja IPA 355ml,95,60,14,12,9,14.9,120
28,2023-07-10,28,F5 - Bebidas,F5-001,Cerveja IPA 355ml,153,107,29,9,8,14.9,120
29,2023-07-17,29,F5 - Bebidas,F5-001,Cerveja IPA 355ml,138,99,21,11,7,14.9,120
30,2023-07-24,30,F5 - Bebidas,F5-001,Cerveja IPA 355ml,275,181,38,39,17,14.9,120
31,2023-07-31,31,F5 - Bebidas,F5-001,Cerveja IPA 355ml,38,28,6,3,1,14.9,120
32,2023-08-07,32,F5 - Bebidas,F5-001,Cerveja IPA 355ml,126,85,17,15,9,14.9,120
33,2023-08-14,33,F5 - Bebidas,F5-001,Cerveja IPA 355ml,97,64,14,9,10,14.9,120
34,2023-08-21,34,F5 - Bebidas,F5-001,Cerveja IPA 355ml,134,94,18,19,3,14.9,120
35,2023-08-28,35,F5 - Bebidas,F5-001,Cerveja IPA 355ml,150,105,24,15,6,14.9,120
36,2023-09-04,36,F5 - Bebidas,F5-001,Cerveja IPA 355ml,198,144,25,25,4,14.9,120
37,2023-09-11,37,F5 - Bebidas,F5-001,Cerveja IPA 355ml,114,76,23,9,6,14.9,120
38,2023-09-18,38,F5 - Bebidas,F5-001,Cerveja IPA 355ml,149,116,15,9,9,14.9,120
39,2023-09-25,39,F5 - Bebidas,F5-001,Cerveja IPA 355ml,251,175,33,16,27,14.9,120
40,2023-10-02,40,F5 - Bebidas,F5-001,Cerveja IPA 355ml,248,177,43,16,12,14.9,120
41,2023-10-09,41,F5 - Bebidas,F5-001,Cerveja IPA 355ml,103,76,13,8,6,14.9,120
42,2023-10-16,42,F5 - Bebidas,F5-001,Cerveja IPA 355ml,145,93,18,22,12,14.9,120
43,2023-10-23,43,F5 - Bebidas,F5-001,Cerveja IPA 355ml,145,106,20,16,3,14.9,120
44,2023-10-30,44,F5 - Bebidas,F5-001,Cerveja IPA 355ml,123,100,13,8,2,14.9,120
45,2023-11-06,45,F5 - Bebidas,F5-001,Cerveja IPA 355ml,306,224,47,25,10,14.9,120
46,2023-11-13,46,F5 - Bebidas,F5-001,Cerveja IPA 355ml,121,89,18,7,7,14.9,120
47,2023-11-20,47,F5 - Bebidas,F5-001,Cerveja IPA 355ml,203,124,43,19,17,14.9,120
48,2023-11-27,48,F5 - Bebidas,F5-001,Cerveja IPA 355ml,74,53,7,7,7,14.9,120
49,2023-12-04,49,F5 - Bebidas,F5-001,Cerveja IPA 355ml,495,332,80,60,23,14.9,120
50,2023-12-11,50,F5 - Bebidas,F5-001,Cerveja IPA 355ml,196,127,23,25,21,14.9,120
51,2023-12-18,51,F5 - Bebidas,F5-001,Cerveja IPA 355ml,380,252,71,37,20,14.9,120
52,2023-12-25,52,F5 - Bebidas,F5-001,Cerveja IPA 355ml,113,72,21,8,12,14.9,120
53,2024-01-01,1,F5 - Bebidas,F5-001,Cerveja IPA 355ml,503,358,65,33,47,14.9,120
54,2024-01-08,2,F5 - Bebidas,F5-001,Cerveja IPA 355ml,221,162,30,21,8,14.9,120
55,2024-01-15,3,F5 - Bebidas,F5-001,Cerveja IPA 355ml,464,333,74,38,19,14.9,120
56,2024-01-22,4,F5 - Bebidas,F5-001,Cerveja IPA 355ml,320,232,50,29,9,14.9,120
57,2024-01-29,5,F5 - Bebidas,F5-001,Cerveja IPA 355ml,366,262,56,34,14,14.9,120
58,2024-02-05,6,F5 - Bebidas,F5-001,Cerveja IPA 355ml,164,117,21,20,6,14.9,120
59,2024-02-12,7,F5 - Bebidas,F5-001,Cerveja IPA 355ml,119,85,18,15,1,14.9,120
60,2024-02-19,8,F5 - Bebidas,F5-001,Cerveja IPA 355ml,281,198,39,31,13,14.9,120
61,2024-02-26,9,F5 - Bebidas,F5-001,Cerveja IPA 355ml,198,133,30,22,13,14.9,120
62,2024-03-04,10,F5 - Bebidas,F5-001,Cerveja IPA 355ml,188,120,33,23,12,14.9,120
63,2024-03-11,11,F5 - Bebidas,F5-001,Cerveja IPA 355ml,88,62,15,10,1,14.9,120
64,2024-03-18,12,F5 - Bebidas,F5-001,Cerveja IPA 355ml,37,28,3,5,1,14.9,120
65,2024-03-25,13,F5 - Bebidas,F5-001,Cerveja IPA 355ml,208,133,35,32,8,14.9,120
66,2024-04-01,14,F5 - Bebidas,F5-001,Cerveja IPA 355ml,306,215,48,29,14,14.9,120
67,2024-04-08,15,F5 - Bebidas,F5-001,Cerveja IPA 355ml,93,70,14,6,3,14.9,120
68,2024-04-15,16,F5 - Bebidas,F5-001,Cerveja IPA 355ml,118,87,21,9,1,14.9,120
69,2024-04-22,17,F5 - Bebidas,F5-001,Cerveja IPA 355ml,228,154,43,18,13,14.9,120
70,2024-04-29,18,F5 - Bebidas,F5-001,Cerveja IPA 355ml,152,106,25,16,5,14.9,120
71,2024-05-06,19,F5 - Bebidas,F5-001,Cerveja IPA 355ml,89,70,14,4,1,14.9,120
72,2024-05-13,20,F5 - Bebidas,F5-001,Cerveja IPA 355ml,63,43,12,5,3,14.9,120
73,2024-05-20,21,F5 - Bebidas,F5-001,Cerveja IPA 355ml,194,132,28,31,3,14.9,120
74,2024-05-27,22,F5 - Bebidas,F5-001,Cerveja IPA 355ml,0,0,0,0,0,14.9,120
75,2024-06-03,23,F5 - Bebidas,F5-001,Cerveja IPA 355ml,163,103,25,22,13,14.9,120
76,2024-06-10,24,F5 - Bebidas,F5-001,Cerveja IPA 355ml,173,129,28,13,3,14.9,120
77,2024-06-17,25,F5 - Bebidas,F5-001,Cerveja IPA 355ml,101,75,13,6,7,14.9,120
78,2024-06-24,26,F5 - Bebidas,F5-001,Cerveja IPA 355ml,287,200,36,28,23,14.9,120
79,2024-07-01,27,F5 - Bebidas,F5-001,Cerveja IPA 355ml,155,107,22,18,8,14.9,120
80,2024-07-08,28,F5 - Bebidas,F5-001,Cerveja IPA 355ml,284,210,30,31,13,14.9,120
81,2024-07-15,29,F5 - Bebidas,F5-001,Cerveja IPA 355ml,93,71,10,11,1,14.9,120
82,2024-07-22,30,F5 - Bebidas,F5-001,Cerveja IPA 355ml,175,128,29,14,4,14.9,120
83,2024-07-29,31,F5 - Bebidas,F5-001,Cerveja IPA 355ml,33,25,4,2,2,14.9,120
84,2024-08-05,32,F5 - Bebidas,F5-001,Cerveja IPA 355ml,125,86,24,11,4,14.9,120
85,2024-08-12,33,F5 - Bebidas,F5-001,Cerveja IPA 355ml,222,148,35,34,5,14.9,120
86,2024-08-19,34,F5 - Bebidas,F5-001,Cerveja IPA 355ml,112,83,15,11,3,14.9,120
87,2024-08-26,35,F5 - Bebidas,F5-001,Cerveja IPA 355ml,171,119,27,20,5,14.9,120
88,2024-09-02,36,F5 - Bebidas,F5-001,Cerveja IPA 355ml,238,160,42,20,16,14.9,120
89,2024-09-09,37,F5 - Bebidas,F5-001,Cerveja IPA 355ml,117,80,20,12,5,14.9,120
90,2024-09-16,38,F5 - Bebidas,F5-001,Cerveja IPA 355ml,173,119,25,17,12,14.9,120
91,2024-09-23,39,F5 - Bebidas,F5-001,Cerveja IPA 355ml,67,44,13,6,4,14.9,120
92,2024-09-30,40,F5 - Bebidas,F5-001,Cerveja IPA 355ml,57,41,8,6,2,14.9,120
93,2024-10-07,41,F5 - Bebidas,F5-001,Cerveja IPA 355ml,243,153,40,30,20,14.9,120
94,2024-10-14,42,F5 - Bebidas,F5-001,Cerveja IPA 355ml,123,94,15,12,2,14.9,120
95,2024-10-21,43,F5 - Bebidas,F5-001,Cerveja IPA 355ml,185,121,23,26,15,14.9,120
96,2024-10-28,44,F5 - Bebidas,F5-001,Cerveja IPA 355ml,96,63,15,12,6,14.9,120
97,2024-11-04,45,F5 - Bebidas,F5-001,Cerveja IPA 355ml,71,51,13,5,2,14.9,120
98,2024-11-11,46,F5 - Bebidas,F5-001,Cerveja IPA 355ml,153,97,22,14,20,14.9,120
99,2024-11-18,47,F5 - Bebidas,F5-001,Cerveja IPA 355ml,145,98,20,17,10,14.9,120
100,2024-11-25,48,F5 - Bebidas,F5-001,Cerveja IPA 355ml,182,128,25,27,2,14.9,120
101,2024-12-02,49,F5 - Bebidas,F5-001,Cerveja IPA 355ml,137,94,28,13,2,14.9,120
102,2024-12-09,50,F5 - Bebidas,F5-001,Cerveja IPA 355ml,213,159,30,14,10,14.9,120
103,2024-12-16,51,F5 - Bebidas,F5-001,Cerveja IPA 355ml,29,18,6,3,2,14.9,120
104,2024-12-23,52,F5 - Bebidas,F5-001,Cerveja IPA 355ml,206,154,35,14,3,14.9,120
1,2023-01-02,1,F5 - Bebidas,F5-002,Kombucha 350ml,164,108,22,19,15,12.5,90
2,2023-01-09,2,F5 - Bebidas,F5-002,Kombucha 350ml,127,83,25,14,5,12.5,90
3,2023-01-16,3,F5 - Bebidas,F5-002,Kombucha 350ml,41,30,6,4,1,12.5,90
4,2023-01-23,4,F5 - Bebidas,F5-002,Kombucha 350ml,124,90,16,13,5,12.5,90
5,2023-01-30,5,F5 - Bebidas,F5-002,Kombucha 350ml,48,33,7,4,4,12.5,90
6,2023-02-06,6,F5 - Bebidas,F5-002,Kombucha 350ml,95,65,16,11,3,12.5,90
7,2023-02-13,7,F5 - Bebidas,F5-002,Kombucha 350ml,142,108,17,12,5,12.5,90
8,2023-02-20,8,F5 - Bebidas,F5-002,Kombucha 350ml,227,164,33,14,16,12.5,90
9,2023-02-27,9,F5 - Bebidas,F5-002,Kombucha 350ml,75,54,11,5,5,12.5,90
10,2023-03-06,10,F5 - Bebidas,F5-002,Kombucha 350ml,42,29,8,4,1,12.5,90
11,2023-03-13,11,F5 - Bebidas,F5-002,Kombucha 350ml,243,174,38,17,14,12.5,90
12,2023-03-20,12,F5 - Bebidas,F5-002,Kombucha 350ml,102,65,15,15,7,12.5,90
13,2023-03-27,13,F5 - Bebidas,F5-002,Kombucha 350ml,68,48,10,6,4,12.5,90
14,2023-04-03,14,F5 - Bebidas,F5-002,Kombucha 350ml,44,29,8,5,2,12.5,90
15,2023-04-10,15,F5 - Bebidas,F5-002,Kombucha 350ml,57,42,8,4,3,12.5,90
16,2023-04-17,16,F5 - Bebidas,F5-002,Kombucha 350ml,105,64,20,11,10,12.5,90
17,2023-04-24,17,F5 - Bebidas,F5-002,Kombucha 350ml,443,334,50,37,22,12.5,90
18,2023-05-01,18,F5 - Bebidas,F5-002,Kombucha 350ml,48,30,8,8,2,12.5,90
19,2023-05-08,19,F5 - Bebidas,F5-002,Kombucha 350ml,76,55,10,6,5,12.5,90
20,2023-05-15,20,F5 - Bebidas,F5-002,Kombucha 350ml,52,38,8,3,3,12.5,90
21,2023-05-22,21,F5 - Bebidas,F5-002,Kombucha 350ml,92,60,18,9,5,12.5,90
22,2023-05-29,22,F5 - Bebidas,F5-002,Kombucha 350ml,126,85,22,14,5,12.5,90
23,2023-06-05,23,F5 - Bebidas,F5-002,Kombucha 350ml,134,89,23,14,8,12.5,90
24,2023-06-12,24,F5 - Bebidas,F5-002,Kombucha 350ml,133,97,23,9,4,12.5,90
25,2023-06-19,25,F5 - Bebidas,F5-002,Kombucha 350ml,32,23,4,3,2,12.5,90
26,2023-06-26,26,F5 - Bebidas,F5-002,Kombucha 350ml,110,80,13,16,1,12.5,90
27,2023-07-03,27,F5 - Bebidas,F5-002,Kombucha 350ml,58,39,10,6,3,12.5,90
28,2023-07-10,28,F5 - Bebidas,F5-002,Kombucha 350ml,113,81,14,12,6,12.5,90
29,2023-07-17,29,F5 - Bebidas,F5-002,Kombucha 350ml,89,61,15,10,3,12.5,90
30,2023-07-24,30,F5 - Bebidas,F5-002,Kombucha 350ml,209,153,25,22,9,12.5,90
31,2023-07-31,31,F5 - Bebidas,F5-002,Kombucha 350ml,29,23,4,1,1,12.5,90
32,2023-08-07,32,F5 - Bebidas,F5-002,Kombucha 350ml,87,63,11,7,6,12.5,90
33,2023-08-14,33,F5 - Bebidas,F5-002,Kombucha 350ml,56,41,8,6,1,12.5,90
34,2023-08-21,34,F5 - Bebidas,F5-002,Kombucha 350ml,107,80,10,7,10,12.5,90
35,2023-08-28,35,F5 - Bebidas,F5-002,Kombucha 350ml,107,74,17,7,9,12.5,90
36,2023-09-04,36,F5 - Bebidas,F5-002,Kombucha 350ml,136,93,20,17,6,12.5,90
37,2023-09-11,37,F5 - Bebidas,F5-002,Kombucha 350ml,74,48,14,6,6,12.5,90
38,2023-09-18,38,F5 - Bebidas,F5-002,Kombucha 350ml,88,64,8,11,5,12.5,90
39,2023-09-25,39,F5 - Bebidas,F5-002,Kombucha 350ml,171,112,31,18,10,12.5,90
40,2023-10-02,40,F5 - Bebidas,F5-002,Kombucha 350ml,174,111,30,17,16,12.5,90
41,2023-10-09,41,F5 - Bebidas,F5-002,Kombucha 350ml,73,54,8,5,6,12.5,90
42,2023-10-16,42,F5 - Bebidas,F5-002,Kombucha 350ml,91,62,16,8,5,12.5,90
43,2023-10-23,43,F5 - Bebidas,F5-002,Kombucha 350ml,133,92,19,18,4,12.5,90
44,2023-10-30,44,F5 - Bebidas,F5-002,Kombucha 350ml,95,65,13,16,1,12.5,90
45,2023-11-06,45,F5 - Bebidas,F5-002,Kombucha 350ml,198,144,23,17,14,12.5,90
46,2023-11-13,46,F5 - Bebidas,F5-002,Kombucha 350ml,96,62,18,11,5,12.5,90
47,2023-11-20,47,F5 - Bebidas,F5-002,Kombucha 350ml,164,109,27,15,13,12.5,90
48,2023-11-27,48,F5 - Bebidas,F5-002,Kombucha 350ml,47,34,6,6,1,12.5,90
49,2023-12-04,49,F5 - Bebidas,F5-002,Kombucha 350ml,345,255,53,33,4,12.5,90
50,2023-12-11,50,F5 - Bebidas,F5-002,Kombucha 350ml,142,98,24,18,2,12.5,90
